group_course_quarter,group_course_name,group_course_title,group_course_professor,group_course_days,group_course_time,group_course_location,created_on,is_active,group_course_subject_area
SUMMER 2024,FEMSTW 150,"SEX, LOVE & ROMANCE",WEBBER M E,,,ON ASYNC,2024-06-29 00:00:00,1,Feminist Studies - FEMST
SUMMER 2024,FEMST 198,READING FEMST STU,T B A,,,T B A,2024-06-29 00:00:00,1,Feminist Studies - FEMST
SUMMER 2024,FEMST 199,IND STU FEMST STU,T B A,,,T B A,2024-06-29 00:00:00,1,Feminist Studies - FEMST
SUMMER 2024,FEMST 199RA,IND RES FEMST,T B A,,,T B A,2024-06-29 00:00:00,1,Feminist Studies - FEMST
SUMMER 2024,FAMST 46,INTRO TO CINEMA,BANERJEE T,T R,2:00pm - 4:50pm,PLLOKTHTR,2024-06-29 00:00:00,1,Film and Media Studies - FAMST
SUMMER 2024,FAMST 46,INTRO TO CINEMA,BRUSUTTI A,T R,2:00pm - 4:50pm,PLLOKTHTR,2024-06-29 00:00:00,1,Film and Media Studies - FAMST
SUMMER 2024,FAMST 55CY,ROBOTS TO CYBORGS,BRUSUTTI A,M W,4:00pm - 6:50pm,BUCHN1930,2024-06-29 00:00:00,1,Film and Media Studies - FAMST
SUMMER 2024,FAMST 70,MEDIA CRITICISM,FARRELL R M,M W,2:00pm - 3:50pm,PLLOKTHTR,2024-06-29 00:00:00,1,Film and Media Studies - FAMST
SUMMER 2024,FAMST 96,ADV FILM ANALYSIS,FARRELL R M,M W,2:00pm - 3:50pm,PLLOKTHTR,2024-06-29 00:00:00,1,Film and Media Studies - FAMST
SUMMER 2024,FAMST 101A,HISTORY SILENT FILM,RAZOR S,T R,10:00am - 12:50pm,PLLOKTHTR,2024-06-29 00:00:00,1,Film and Media Studies - FAMST
SUMMER 2024,FAMST 109EM,TOPICS IN FILM PROD,"JENKINS C L, KELLETT I A",T R,9:00 am - 11:50am,SSMS 2303,2024-06-29 00:00:00,1,Film and Media Studies - FAMST
SUMMER 2024,FAMST 109EP,TOPICS IN FILM PROD,"JENKINS C L, KELLETT I A",T R,9:00 am - 11:50am,SSMS 2303,2024-06-29 00:00:00,1,Film and Media Studies - FAMST
SUMMER 2024,FAMST 110,PROFESSIONAL DEVELO,MELNICK R D,F,9:00 am - 10:50am,ON LINE,2024-06-29 00:00:00,1,Film and Media Studies - FAMST
SUMMER 2024,FAMSTW 151FA,SILENT FILM WEST OF,DRISKEL D B,M,9:00 am - 11:50am,ON LINE,2024-06-29 00:00:00,1,Film and Media Studies - FAMST
SUMMER 2024,FAMST 182,INTRO ENV MEDIA,GRAY S M,M W,9:00 am - 11:50am,SSMS 2303,2024-06-29 00:00:00,1,Film and Media Studies - FAMST
SUMMER 2024,FAMST 188SS,STORYTELLING SCREEN,WYMAN A J,MTWR,9:00 am - 11:50am,SSMS 2017,2024-06-29 00:00:00,1,Film and Media Studies - FAMST
SUMMER 2024,FAMST 188TV,T.V. WRITING,JACKSON W E,M W,2:00pm - 4:50pm,ILP 3105,2024-06-29 00:00:00,1,Film and Media Studies - FAMST
SUMMER 2024,FAMST 188WS,WORKSHOP FOR SCREEN,JACKSON W E,MTWR,9:00 am - 11:50am,SSMS 2017,2024-06-29 00:00:00,1,Film and Media Studies - FAMST
SUMMER 2024,FAMST 192DT,DIGITAL THEORY,SAGHAZADEH S,T R,2:00pm - 4:50pm,ILP 1101,2024-06-29 00:00:00,1,Film and Media Studies - FAMST
SUMMER 2024,FAMST 196,SENIOR HONORS SEM,T B A,,,T B A,2024-06-29 00:00:00,1,Film and Media Studies - FAMST
SUMMER 2024,FR 1,ELEMENTARY FRENCH,STROBEL M,MTWRF,9:30 am - 11:45am,ON LINE,2024-06-29 00:00:00,1,French - FR
SUMMER 2024,FR 2,ELEMENTARY FRENCH,LOPATKO E,MTWRF,9:30 am - 11:45am,ON LINE,2024-06-29 00:00:00,1,French - FR
SUMMER 2024,FR 3,ELEMENTARY FRENCH,APPINO-TABONE,MTWRF,9:30 am - 11:45am,ON LINE,2024-06-29 00:00:00,1,French - FR
SUMMER 2024,FR 99,INDEPENDENT STUDY,T B A,,,T B A,2024-06-29 00:00:00,1,French - FR
SUMMER 2024,FR 154F,TIME OFF IN PARIS,PHILLIPS M E,TWR,2:00pm - 3:20pm,ILP 3209,2024-06-29 00:00:00,1,French - FR
SUMMER 2024,FR 155C,FR&FRANCOPH WM WRIT,KAPLAN S C,TWR,2:00pm - 3:20pm,PHELP2514,2024-06-29 00:00:00,1,French - FR
SUMMER 2024,GEOG 3,OCEAN/ATMOSPHERE,WATERS E A,MTWR,9:30 am - 10:35am,ELLSN3621,2024-06-29 00:00:00,1,Geography - GEOG
SUMMER 2024,GEOG 4,"LAND, WATER & LIFE",THACKER R E,MTWR,9:30 am - 10:35am,ELLSN3621,2024-06-29 00:00:00,1,Geography - GEOG
SUMMER 2024,GEOG 5,PEOPLE/PLACE/ENVIRO,COSTA L M,MTWR,12:30pm - 1:35pm,ELLSN2620,2024-06-29 00:00:00,1,Geography - GEOG
SUMMER 2024,GEOG W 8,GLOBAL WARMING,SILVA G D,,,ON ASYNC,2024-06-29 00:00:00,1,Geography - GEOG
SUMMER 2024,GEOG W 12,MAPS SPAT REAS,MCMAHON C,,,ON ASYNC,2024-06-29 00:00:00,1,Geography - GEOG
SUMMER 2024,GEOG 20,GEOG OF SURFING,DE ORLA-BARIL,MTWR,11:00am - 12:05pm,ELLSN3621,2024-06-29 00:00:00,1,Geography - GEOG
SUMMER 2024,GEOG 152,HEALTH GEOGRAPHY,REID S C,MTWR,12:30pm - 1:35pm,ELLSN3621,2024-06-29 00:00:00,1,Geography - GEOG
SUMMER 2024,GEOG 176A,INTRO GEOG INF SYS,ALIZADEH D,MTWR,2:00pm - 3:05pm,ELLSN3621,2024-06-29 00:00:00,1,Geography - GEOG
SUMMER 2024,GEOG 199RA,INDEP RESEARCH ASST,T B A,,,T B A,2024-06-29 00:00:00,1,Geography - GEOG
SUMMER 2024,GER 1,ELEMENTARY GERMAN,WHITE K D,MTWR,9:30 am - 12:20pm,HSSB 1211,2024-06-29 00:00:00,1,German - GER
SUMMER 2024,GER 2,ELEMENTARY GERMAN,WHITE K D,MTWR,9:30 am - 12:20pm,HSSB 1214,2024-06-29 00:00:00,1,German - GER
SUMMER 2024,GER 3,ELEMENTARY GERMAN,PAJAK A K,MTWR,9:30 am - 12:20pm,HSSB 1215,2024-06-29 00:00:00,1,German - GER
SUMMER 2024,GER 116A,HOLOCAUST REPRESNTN,PAJAK A K,T R,1:00pm - 3:20pm,ON LINE,2024-06-29 00:00:00,1,German - GER
SUMMER 2024,GER 187,DEVIL IN LIT,STROBEL M,TWR,2:00pm - 3:20pm,ON LINE,2024-06-29 00:00:00,1,German - GER
SUMMER 2024,GER 199RA,INDEP RES ASSIST,T B A,,,T B A,2024-06-29 00:00:00,1,German - GER
SUMMER 2024,GLOBL 1,GLOBL HIS/CUL/IDEOL,MOAK D,MTWR,11:00am - 12:15pm,GIRV 1112,2024-06-29 00:00:00,1,Global Studies - GLOBL
SUMMER 2024,GLOBL 2,GLOBL SOC/ECON/POL,CERPA VIELMA,MTWR,11:00am - 12:15pm,GIRV 1112,2024-06-29 00:00:00,1,Global Studies - GLOBL
SUMMER 2024,GLOBL 118,GENDER/HUMAN RIGHTS,SACRAMENTO MO,MTWR,2:00pm - 3:05pm,PHELP2532,2024-06-29 00:00:00,1,Global Studies - GLOBL
SUMMER 2024,GLOBL 124,GLOBAL PEAC & CONFL,AHMED J,MTWR,2:00pm - 3:05pm,ON LINE,2024-06-29 00:00:00,1,Global Studies - GLOBL
SUMMER 2024,GLOBL 130,GLBL ECON/DEVELOPM,MILLER M J,MTWR,11:00am - 12:15pm,ILP 3107,2024-06-29 00:00:00,1,Global Studies - GLOBL
SUMMER 2024,GREEK 199,INDEP STUDY GREEK,T B A,,,T B A,2024-06-29 00:00:00,1,Greek - GREEK
SUMMER 2024,HIST W 2A,WORLD HISTORY,BARBIERI A J,,,ON ASYNC,2024-06-29 00:00:00,1,History - HIST
SUMMER 2024,HIST 2B,WORLD HISTORY,GIAMBONI G,,,ON ASYNC,2024-06-29 00:00:00,1,History - HIST
SUMMER 2024,HIST 4A,ANCIENT MEDITERRANE,NGUYEN M N,MTW,11:00am - 12:25pm,ARTS 1356,2024-06-29 00:00:00,1,History - HIST
SUMMER 2024,HIST W 4B,MEDIEV ERLY MOD EUR,BOULEY B A,,,ON ASYNC,2024-06-29 00:00:00,1,History - HIST
SUMMER 2024,HIST 9,HISTORICAL METHODS,GIAMBONI G,MTW,9:30 am - 10:55am,ILP 3103,2024-06-29 00:00:00,1,History - HIST
SUMMER 2024,HIST W 17B,AMERICAN PEOPLE,PERRONE G,,,ON ASYNC,2024-06-29 00:00:00,1,History - HIST
SUMMER 2024,HIST 17C,AMERICAN PEOPLE,DUNNE S C,MTW,2:00pm - 3:25pm,CHEM 1171,2024-06-29 00:00:00,1,History - HIST
SUMMER 2024,HIST W 56,INTRO MEXICAN HIST,CASTILLO-MUNO,,,ON ASYNC,2024-06-29 00:00:00,1,History - HIST
SUMMER 2024,HIST 74,POVERTYINEQUALITYSJ,JOHNSON N,,,ON ASYNC,2024-06-29 00:00:00,1,History - HIST
SUMMER 2024,HIST W 80,CHIN CIVIL,BARBIERI A J,,,ON ASYNC,2024-06-29 00:00:00,1,History - HIST
SUMMER 2024,HIST W 80,CHIN CIVIL,BARBIERI A J,,,ON ASYNC,2024-06-29 00:00:00,1,History - HIST
SUMMER 2024,HIST 88,SOUTH ASIAN HIST,BHATTACHARJEE,TWR,11:00am - 12:25pm,ARTS 1349,2024-06-29 00:00:00,1,History - HIST
SUMMER 2024,HIST 99,INTRO TO RESEARCH,T B A,,,T B A,2024-06-29 00:00:00,1,History - HIST
SUMMER 2024,HIST W 121A,RENAISSANCE ITALY,BOULEY B A,,,ON ASYNC,2024-06-29 00:00:00,1,History - HIST
SUMMER 2024,HIST 122,REFORMATION/COUNTER,MEISSNER J M,MTW,3:30pm - 4:55pm,ILP 3101,2024-06-29 00:00:00,1,History - HIST
SUMMER 2024,HIST 133D,NAZI HOLOCAUST,BIRCH A,TWR,9:30 am - 10:55am,ON LINE,2024-06-29 00:00:00,1,History - HIST
SUMMER 2024,HIST 141B,20TH C BRITAIN,KELEHAN K M,TWR,9:30 am - 10:55am,ILP 3107,2024-06-29 00:00:00,1,History - HIST
SUMMER 2024,HIST 142AL,AM LEG CONST HIST,HAIDER J E,TWR,11:00am - 12:25pm,ILP 3103,2024-06-29 00:00:00,1,History - HIST
SUMMER 2024,HIST 179A,NAT AMER TO 1838,LOVELY K R,MTW,2:00pm - 3:25pm,ON LINE,2024-06-29 00:00:00,1,History - HIST
SUMMER 2024,HIST 189E,HIST OF PACIFIC,WANG T J,TWR,11:00am - 12:35pm,ILP 4205,2024-06-29 00:00:00,1,History - HIST
SUMMER 2024,HIST 189M,S ASIAN PUB CULT,ALLADI H S,TWR,2:00pm - 3:25pm,ILP 3312,2024-06-29 00:00:00,1,History - HIST
SUMMER 2024,HIST 199RA,INDEP RESEARCH ASST,T B A,,,T B A,2024-06-29 00:00:00,1,History - HIST
SUMMER 2024,INT 10,TRANS ACADEMIC EXC,ROOSE H M,R,4:00pm - 6:50pm,TD-W 1701,2024-06-29 00:00:00,1,Interdisciplinary - INT
SUMMER 2024,INT 35LT,SHAKESPEARE,"KEARNEY J J, APPEL I J, COBURN H P, SUKUL S",MTWR,12:30pm - 3:20pm,ILP 3310,2024-06-29 00:00:00,1,Interdisciplinary - INT
SUMMER 2024,INT 37UD,UTOPIAN DREAMING,"BOULEY B A, MCHUGH P, KELEHAN K M",MTWR,9:30 am - 11:15am,NH 1109,2024-06-29 00:00:00,1,Interdisciplinary - INT
SUMMER 2024,INT 37VR,RELIGION AND TECH,"STEAVU-BALINT, BLANKHOLM J L, HICKMAN M E",TWR,11:00am - 1:20pm,ILP 3207,2024-06-29 00:00:00,1,Interdisciplinary - INT
SUMMER 2024,INT 86EI,SCITREK,WOODS V E,T R,3:00pm - 4:20pm,ILP 2207,2024-06-29 00:00:00,1,Interdisciplinary - INT
SUMMER 2024,INT 90M,RES/PROF DEV MCNAIR,CHAVEZ-GARCIA,T,9:30 am - 11:00am,477 115,2024-06-29 00:00:00,1,Interdisciplinary - INT
SUMMER 2024,INT 90M,RES/PROF DEV MCNAIR,CHAVEZ-GARCIA,M,9:30 am - 11:00am,477 115,2024-06-29 00:00:00,1,Interdisciplinary - INT
SUMMER 2024,INT W 188C,TRNSFR SEM: COMM,"GONZALES A L, GONZALES C E",,,ON ASYNC,2024-06-29 00:00:00,1,Interdisciplinary - INT
SUMMER 2024,INT W 188E,TRNSFR STRT: ECON,"HARTMAN J L, AMARAL DE CAS",,,ON ASYNC,2024-06-29 00:00:00,1,Interdisciplinary - INT
SUMMER 2024,INT 199H,HONORS INDEP STUD,DOUGLAS P L,,,NO ROOM,2024-06-29 00:00:00,1,Interdisciplinary - INT
SUMMER 2024,ITAL 1,ELEMENTARY ITALIAN,CRICKETTE M E,MTWRF,9:30 am - 11:45am,ON LINE,2024-06-29 00:00:00,1,Italian - ITAL
SUMMER 2024,ITAL 2,ELEMENTARY ITALIAN,DAHL SARNELLI,MTWRF,9:30 am - 11:45am,ON LINE,2024-06-29 00:00:00,1,Italian - ITAL
SUMMER 2024,ITAL 3,ELEMENTARY ITALIAN,MATTEI M,MTWRF,9:30 am - 11:45am,ON LINE,2024-06-29 00:00:00,1,Italian - ITAL
SUMMER 2024,ITAL 20X,ITALIAN CULTURE,PADULA V,TWR,11:00am - 12:20pm,GIRV 1108,2024-06-29 00:00:00,1,Italian - ITAL
SUMMER 2024,ITAL 99RA,INDEPENDEN RESEARCH,T B A,,,T B A,2024-06-29 00:00:00,1,Italian - ITAL
SUMMER 2024,JAPAN 1,FIRST YR JAPANESE I,PIERCE K T,MTWRF,9:00 am - 11:50am,ON LINE,2024-06-29 00:00:00,1,Japanese - JAPAN
SUMMER 2024,JAPAN 2,FIRST YR JAPANESE 2,PIERCE K T,MTWRF,9:00 am - 11:50am,ON LINE,2024-06-29 00:00:00,1,Japanese - JAPAN
SUMMER 2024,JAPAN 3,FIRST YR JAPANESE 3,PIERCE K T,MTWRF,9:00 am - 11:50am,ON LINE,2024-06-29 00:00:00,1,Japanese - JAPAN
SUMMER 2024,JAPAN 165,POP CULTURE JAPAN,CARPINTERI M,,,ON ASYNC,2024-06-29 00:00:00,1,Japanese - JAPAN
SUMMER 2024,KOR 1,FIRST YEAR KOR 1,LEE W A,MTWRF,9:00 am - 11:50am,HSSB 1207,2024-06-29 00:00:00,1,Korean - KOR
SUMMER 2024,KOR 2,FIRST YEAR KOR 2,LEE W A,MTWRF,9:00 am - 11:50am,HSSB 1210,2024-06-29 00:00:00,1,Korean - KOR
SUMMER 2024,KOR 3,FIRST YEAR KOR 3,KIM HAEWON,MTWRF,9:00 am - 11:50am,HSSB 1211,2024-06-29 00:00:00,1,Korean - KOR
SUMMER 2024,LAIS 101,INT HIST & SOC LAIS,BATZ G,TWR,9:30 am - 10:50am,ILP 3105,2024-06-29 00:00:00,1,Latin American and Iberian Studies - LAIS
SUMMER 2024,LAIS 195A,SENIOR HONRS THESIS,T B A,,,T B A,2024-06-29 00:00:00,1,Latin American and Iberian Studies - LAIS
SUMMER 2024,LAIS 195B,SENIOR HONRS THESIS,T B A,,,T B A,2024-06-29 00:00:00,1,Latin American and Iberian Studies - LAIS
SUMMER 2024,LING W 3C,AC ENGL,TSAI D,,,ON ASYNC,2024-06-29 00:00:00,1,Linguistics - LING
SUMMER 2024,LING W 12,UNIV WRIT FOR MLING,BAKER A D,,,ON ASYNC,2024-06-29 00:00:00,1,Linguistics - LING
SUMMER 2024,LING W 12,UNIV WRIT FOR MLING,KROKHMAL A,,,ON ASYNC,2024-06-29 00:00:00,1,Linguistics - LING
SUMMER 2024,LING W 12,UNIV WRIT FOR MLING,CHAU T C,,,ON ASYNC,2024-06-29 00:00:00,1,Linguistics - LING
SUMMER 2024,LING W 12,UNIV WRIT FOR MLING,WESTMACOTT B,,,ON ASYNC,2024-06-29 00:00:00,1,Linguistics - LING
SUMMER 2024,LING 15,LANG IN LIFE,KENNEDY R A,MTW,2:00pm - 4:50pm,ON LINE,2024-06-29 00:00:00,1,Linguistics - LING
SUMMER 2024,LING 20,LANG & LINGUISTICS,BROWN C E,MTWR,9:30 am - 10:35am,PHELP2516,2024-06-29 00:00:00,1,Linguistics - LING
SUMMER 2024,LING 106,INTRO TO PHONETICS,GORDON M K,TWR,9:30 am - 10:35am,ON LINE,2024-06-29 00:00:00,1,Linguistics - LING
SUMMER 2024,LING 132,"LANG, GEND & SEX",MENDOZA D,MTW,9:30 am - 10:35am,ON LINE,2024-06-29 00:00:00,1,Linguistics - LING
SUMMER 2024,LING 137,FIRST LANG ACQUIS,SCANLON C A,MTW,12:30pm - 1:35pm,ON LINE,2024-06-29 00:00:00,1,Linguistics - LING
SUMMER 2024,LING 147LD,LANG DISORDERS,T B A,T R,5:00pm - 7:05pm,ILP 3207,2024-06-29 00:00:00,1,Linguistics - LING
SUMMER 2024,LING 195B,HONORS THESIS,T B A,,,T B A,2024-06-29 00:00:00,1,Linguistics - LING
SUMMER 2024,LING 195C,HONORS THESIS,T B A,,,T B A,2024-06-29 00:00:00,1,Linguistics - LING
SUMMER 2024,MATH 3A,CALC WITH APPLI 1,HILLEN P K,MTWR,11:00am - 12:05pm,ELLSN2626,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 3A,CALC WITH APPLI 1,REYES M A,MTWRF,9:00 am - 10:10am,PHELP1445,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 3B,CALC WITH APPLI 2,DARE C E,MTWRF,9:00 am - 10:10am,PHELP1444,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 3B,CALC WITH APPLI 2,PARKER M,MTWR,2:00pm - 3:05pm,ELLSN2626,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 4A,LIN ALG W/APPS,KLING T P,MTWR,9:30 am - 10:35am,HSSB 1173,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 4A,LIN ALG W/APPS,MOLANDER M A,MTWR,12:30pm - 1:35pm,PSYCH1902,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 4B,DIFF EQUATIONS,ARREPU P V,MTWR,2:00pm - 3:05pm,HSSB 1173,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 4B,DIFF EQUATIONS,LEE R,MTWR,11:00am - 12:05pm,PSYCH1924,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 6A,VECTOR CALCULUS 1,RICCI F,MTWR,9:30 am - 10:35am,BUCHN1930,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 6A,VECTOR CALCULUS 1,RICCI F,MTWR,3:30pm - 4:35pm,CHEM 1171,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 6B,VECTOR CALCULUS 2,HONG C,MTWR,12:30pm - 1:35pm,HSSB 1173,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 6B,VECTOR CALCULUS 2,NIKOLIC D,MTWR,12:30pm - 1:35pm,HSSB 1173,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 8,TRANS HIGHER MATH,PORTER M J,MTWR,9:30 am - 10:35am,PHELP1440,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 8,TRANS HIGHER MATH,PORTER M J,MTWR,12:30pm - 1:35pm,PHELP1440,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 8,TRANS HIGHER MATH,GAMBHEERA ARA,MTWR,9:30 am - 10:35am,PHELP1440,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 8,TRANS HIGHER MATH,GAMBHEERA ARA,MTWR,12:30pm - 1:35pm,PHELP1440,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 8,TRANS HIGHER MATH,SCHLEY N B,MTWR,2:00pm - 3:05pm,PHELP1440,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 34A,CALC FOR SOCIAL SCI,DIEP-NGUYEN A,MTWR,12:30pm - 1:35pm,SH 1430,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 34A,CALC FOR SOCIAL SCI,SUN C,MTWR,12:30pm - 1:35pm,PHELP1260,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 34B,CALC-SOC & LIFE SCI,LEE J J B,MTWR,12:30pm - 1:35pm,ARTS 1349,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 34B,CALC-SOC & LIFE SCI,KOLT Q T,MTWR,9:30 am - 10:35am,HSSB 1173,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 104A,INTRO NUM ANALYSIS,GONZALEZ N,MTWR,9:00 am - 10:05am,SH 1430,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 104B,NUMERICAL ANALYSIS,SU X,MTWR,9:00 am - 10:05am,PHELP1160,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 104C,ADV NUM ANALYSIS,CENICEROS H,MTWR,9:00 am - 10:05am,ARTS 1356,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 108A,LINEAR ALGEBRA,SCHLEY N B,MTWR,11:00am - 12:05pm,NH 1109,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 108B,LINEAR ALGEBRA,SCHLEY N B,MTWR,11:00am - 12:05pm,ARTS 1349,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 117,METHODS OF ANALYSIS,CASTEELS K L,MTWR,12:30pm - 1:35pm,PHELP2516,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 117,METHODS OF ANALYSIS,ZHAO XIAOLEI,MTWR,3:30pm - 4:35pm,PHELP2516,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 119A,ORD DIFF EQUATIONS,AKEMANN C A,MTWR,2:00pm - 3:05pm,SH 1430,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 119B,CHAO DYN & BIFU THE,LABUTIN D A,MTWR,2:00pm - 3:05pm,SH 1430,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 122A,COMPLEX VARIABLES,SCHLEY N B,MTWR,3:30pm - 4:35pm,ARTS 1356,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 145,INTRO TO TOPOLOGY,GAMBHEERA ARA,MTWR,9:00 am - 10:05am,ARTS 1356,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 147A,INTRO DIFF GEOMETRY,ZHAO XIAOLEI,MTWR,12:30pm - 1:35pm,SH 1430,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 197A,SENIOR THESIS,T B A,,,T B A,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 197B,SENIOR THESIS,T B A,,,T B A,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,MATH 199RA,IND RES ASSIST MATH,T B A,,,T B A,2024-06-29 00:00:00,1,Mathematics - MATH
SUMMER 2024,ME 14,STATICS,"BEGLEY M R, MAY P",MTWRF,11:00am - 12:20pm,ENGR21335,2024-06-29 00:00:00,1,Mechanical Engineering - ME
SUMMER 2024,ME 15,STRENGTH-MATERIALS,"BELTZ G, TINIANOV R S",MTWRF,9:00 am - 10:40am,GIRV 2120,2024-06-29 00:00:00,1,Mechanical Engineering - ME
SUMMER 2024,ME W 16,ENGR MECH: DYNAMICS,"MOEHLIS J M, LINNANDER M P",F,11:00am - 12:20pm,ON LINE,2024-06-29 00:00:00,1,Mechanical Engineering - ME
