group_course_quarter,group_course_name,group_course_title,group_course_professor,group_course_days,group_course_time,group_course_location,created_on,is_active,group_course_subject_area
SUMMER 2024,ME 17,MATH OF ENGR,"GIBOU F G, RAJABI F",MTWR,12:30pm - 1:50pm,ON LINE,2024-06-29 00:00:00,1,Mechanical Engineering - ME
SUMMER 2024,ME 95,INTRO TO MECH ENGR,T B A,,,T B A,2024-06-29 00:00:00,1,Mechanical Engineering - ME
SUMMER 2024,ME 97,DESIGN PROJECTS,T B A,,,T B A,2024-06-29 00:00:00,1,Mechanical Engineering - ME
SUMMER 2024,ME 99,INTRO RESEARCH,T B A,,,T B A,2024-06-29 00:00:00,1,Mechanical Engineering - ME
SUMMER 2024,ME 197,IND STUDIES DESIGN,T B A,,,T B A,2024-06-29 00:00:00,1,Mechanical Engineering - ME
SUMMER 2024,ME 199,INDEP STUDIES IN ME,T B A,,,T B A,2024-06-29 00:00:00,1,Mechanical Engineering - ME
SUMMER 2024,MAT 10,INTRO MEDIA ARTS,NOVAK M J,MT R,11:00am - 12:20pm,ILP 2207,2024-06-29 00:00:00,1,Media Arts and Technology - MAT
SUMMER 2024,MAT 110CF,MAD CONCEPTS,FLATLEY D J,TWR,3:30pm - 4:55pm,NH 1111,2024-06-29 00:00:00,1,Media Arts and Technology - MAT
SUMMER 2024,MAT 111AU,AUDIO ENG & DESIGN,SIBLEY-SCHWAR,TWR,11:00am - 12:25pm,ILP 3105,2024-06-29 00:00:00,1,Media Arts and Technology - MAT
SUMMER 2024,MAT 111FS,MAD SKILLS FS,PATERAKIS I N,TWR,12:30pm - 1:55pm,ILP 3107,2024-06-29 00:00:00,1,Media Arts and Technology - MAT
SUMMER 2024,MAT 111PF,PROTOTYPE-FABRICATE,MANOUDAKI N,T R,9:30 am - 10:50am,ILP 3205,2024-06-29 00:00:00,1,Media Arts and Technology - MAT
SUMMER 2024,MAT 111WN,WEB NARRATIVES,XIAO S,TWR,2:00pm - 3:20pm,ILP 3211,2024-06-29 00:00:00,1,Media Arts and Technology - MAT
SUMMER 2024,MAT 189,MAD CAPSTONE,YERKES K M,T R,9:30 am - 10:35am,ILP 3205,2024-06-29 00:00:00,1,Media Arts and Technology - MAT
SUMMER 2024,MCDB 1A,INTRO BIOLOGY I,TAYLER I M,MTWR,9:30 am - 10:55am,ILP 1302,2024-06-29 00:00:00,1,"Molecular, Cellular & Develop. Biology - MCDB"
SUMMER 2024,MCDB 1AZ,SELECT TOPICS 1A,TAYLER I M,MTWR,9:30 am - 10:55am,ILP 1302,2024-06-29 00:00:00,1,"Molecular, Cellular & Develop. Biology - MCDB"
SUMMER 2024,MCDB 1B,INTRO BIOLOGY II--P,LOW S H,MTW,12:30pm - 1:55pm,CHEM 1179,2024-06-29 00:00:00,1,"Molecular, Cellular & Develop. Biology - MCDB"
SUMMER 2024,MCDB 1BZ,SELECT TOPICS 1B,LOW S H,MTW,12:30pm - 1:55pm,CHEM 1179,2024-06-29 00:00:00,1,"Molecular, Cellular & Develop. Biology - MCDB"
SUMMER 2024,MCDB 1LL,INTRO BIOLOGY LAB I,"NGUYEN A T, FINKELSTEIN R",T,3:30pm - 6:20pm,BSIF 2211,2024-06-29 00:00:00,1,"Molecular, Cellular & Develop. Biology - MCDB"
SUMMER 2024,MCDB 1LL,INTRO BIOLOGY LAB I,"NGUYEN A T, FINKELSTEIN R",T,3:30pm - 6:20pm,BSIF 2112,2024-06-29 00:00:00,1,"Molecular, Cellular & Develop. Biology - MCDB"
SUMMER 2024,MCDB 1LL,INTRO BIOLOGY LAB I,"NGUYEN A T, FINKELSTEIN R",T,6:30pm - 9:20pm,BSIF 2211,2024-06-29 00:00:00,1,"Molecular, Cellular & Develop. Biology - MCDB"
SUMMER 2024,MCDB 1LL,INTRO BIOLOGY LAB I,"NGUYEN A T, FINKELSTEIN R",T,6:30pm - 9:20pm,BSIF 2112,2024-06-29 00:00:00,1,"Molecular, Cellular & Develop. Biology - MCDB"
SUMMER 2024,MCDB 1LL,INTRO BIOLOGY LAB I,"NGUYEN A T, FINKELSTEIN R",W,3:30pm - 6:20pm,BSIF 2211,2024-06-29 00:00:00,1,"Molecular, Cellular & Develop. Biology - MCDB"
SUMMER 2024,MCDB 1LL,INTRO BIOLOGY LAB I,"NGUYEN A T, FINKELSTEIN R",W,3:30pm - 6:20pm,BSIF 2112,2024-06-29 00:00:00,1,"Molecular, Cellular & Develop. Biology - MCDB"
SUMMER 2024,MCDB 1LL,INTRO BIOLOGY LAB I,"NGUYEN A T, FINKELSTEIN R",W,6:30pm - 9:20pm,BSIF 2211,2024-06-29 00:00:00,1,"Molecular, Cellular & Develop. Biology - MCDB"
SUMMER 2024,MCDB 6,MOL CELL BRAIN SCI,AZARENKO O,MTWR,9:30 am - 10:55am,ILP 1101,2024-06-29 00:00:00,1,"Molecular, Cellular & Develop. Biology - MCDB"
SUMMER 2024,MCDB 99,INTRO TO RESEARCH,T B A,,,T B A,2024-06-29 00:00:00,1,"Molecular, Cellular & Develop. Biology - MCDB"
SUMMER 2024,MCDB 101A,MOLEC. GENETICS I,THROWER D A,MTWR,9:30 am - 10:35am,ON LINE,2024-06-29 00:00:00,1,"Molecular, Cellular & Develop. Biology - MCDB"
SUMMER 2024,MCDB 101B,MOLEC GENETICS II,JOSHI P M,MTWR,9:30 am - 10:35am,BUCHN1930,2024-06-29 00:00:00,1,"Molecular, Cellular & Develop. Biology - MCDB"
SUMMER 2024,MCDB 108A,BIOCHEM STRUCT/FUNC,CALKINS E R,MTWR,12:30pm - 1:35pm,PSYCH1902,2024-06-29 00:00:00,1,"Molecular, Cellular & Develop. Biology - MCDB"
SUMMER 2024,MCDB 108B,BIOCHEM ENZ/METAB,LEW G J,MTWR,11:00am - 12:05pm,LSB 1001,2024-06-29 00:00:00,1,"Molecular, Cellular & Develop. Biology - MCDB"
SUMMER 2024,MCDB 109L,LAB IN BIOCHEMISTRY,LEW G J,TWRF,9:00 am - 1:30pm,BSIF 2239,2024-06-29 00:00:00,1,"Molecular, Cellular & Develop. Biology - MCDB"
SUMMER 2024,MCDB W 111,HUMAN PHYSIOLOGY,THROWER D A,MTW,12:30pm - 1:55pm,ON LINE,2024-06-29 00:00:00,1,"Molecular, Cellular & Develop. Biology - MCDB"
SUMMER 2024,MCDB 183,TEACHING ASSISTANCE,T B A,,,T B A,2024-06-29 00:00:00,1,"Molecular, Cellular & Develop. Biology - MCDB"
SUMMER 2024,MCDB 192,SPECIAL TOPICS,T B A,,,T B A,2024-06-29 00:00:00,1,"Molecular, Cellular & Develop. Biology - MCDB"
SUMMER 2024,MCDB 197,DIRECTED STUDIES,T B A,,,T B A,2024-06-29 00:00:00,1,"Molecular, Cellular & Develop. Biology - MCDB"
SUMMER 2024,MCDB 198,DIRECTED READINGS,T B A,,,T B A,2024-06-29 00:00:00,1,"Molecular, Cellular & Develop. Biology - MCDB"
SUMMER 2024,MUS 11,FUNDAMENTALS OF MUS,TA T B,MTWR,9:30 am - 10:50am,387 1011,2024-06-29 00:00:00,1,Music - MUS
SUMMER 2024,MUS 11,FUNDAMENTALS OF MUS,MASON-NGUYEN,MTWR,12:30pm - 1:50pm,387 1011,2024-06-29 00:00:00,1,Music - MUS
SUMMER 2024,MUS 15,MUSIC APPRECIATION,COBB N A,MTWR,12:30pm - 1:35pm,BRDA 1640,2024-06-29 00:00:00,1,Music - MUS
SUMMER 2024,MUS 15,MUSIC APPRECIATION,STUSSY C,MTWR,9:30 am - 10:35am,ILP 1101,2024-06-29 00:00:00,1,Music - MUS
SUMMER 2024,MUS 16,LISTENING TO JAZZ,NATHAN J S,MTWR,11:00am - 12:05pm,387 1015,2024-06-29 00:00:00,1,Music - MUS
SUMMER 2024,MUS 114,MUSIC & POP CULTURE,MALVINNI D,MTWR,2:00pm - 3:05pm,387 1011,2024-06-29 00:00:00,1,Music - MUS
SUMMER 2024,PHIL 1,SHORT INTRO TO PHIL,LI YUCHEN,TWR,11:00am - 12:20pm,PSYCH1902,2024-06-29 00:00:00,1,Philosophy - PHIL
SUMMER 2024,PHIL 3,CRITICAL THINKING,TISI F,MTWR,9:30 am - 10:35am,ON LINE,2024-06-29 00:00:00,1,Philosophy - PHIL
SUMMER 2024,PHIL 4,INTRO ETHICS,GREEN E J,TWR,11:00am - 12:20pm,HSSB 1173,2024-06-29 00:00:00,1,Philosophy - PHIL
SUMMER 2024,PHIL 4,INTRO ETHICS,GONTARYUK K,TWR,11:00am - 12:20pm,PSYCH1902,2024-06-29 00:00:00,1,Philosophy - PHIL
SUMMER 2024,PHIL 7,BIO-MED ETHICS,FU Y,M W F,12:30pm - 1:50pm,ON LINE,2024-06-29 00:00:00,1,Philosophy - PHIL
SUMMER 2024,PHIL 100A,ETHICS,CANET S H,TWR,8:00 am - 9:20 am,ARTS 1353,2024-06-29 00:00:00,1,Philosophy - PHIL
SUMMER 2024,PHIL 100B,THEORY OF KNOWLEDGE,LAMB R C,TWR,11:00am - 12:20pm,ARTS 1353,2024-06-29 00:00:00,1,Philosophy - PHIL
SUMMER 2024,PHIL 100F,INTRO PHIL SCIENCE,CHARRY J D,TWR,11:00am - 12:20pm,ARTS 1356,2024-06-29 00:00:00,1,Philosophy - PHIL
SUMMER 2024,PHIL 141,HIST ETHICS,NORTON P R,M W F,12:30pm - 1:50pm,ARTS 1356,2024-06-29 00:00:00,1,Philosophy - PHIL
SUMMER 2024,PHIL 145,PUNISHMENT & RESPON,NEIDLINGER J,TWR,3:30pm - 4:50pm,ARTS 1349,2024-06-29 00:00:00,1,Philosophy - PHIL
SUMMER 2024,PHIL 183,BEGIN MODERN LOGIC,DYCK K V,M W F,3:30pm - 4:50pm,ON LINE,2024-06-29 00:00:00,1,Philosophy - PHIL
SUMMER 2024,PHYS 6A,INTRODUCTORY PHYSIC,FREUND E G,MTW,9:30 am - 10:50am,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 6AL,INTRO EXPER PHYSICS,"POPESCU P F, MAZIN B A, BRICKNER S E",T,2:00pm - 3:50pm,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 6AL,INTRO EXPER PHYSICS,"POPESCU P F, MAZIN B A, MAJUMDER U",T,4:00pm - 5:50pm,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 6AL,INTRO EXPER PHYSICS,"POPESCU P F, MAZIN B A, MAJUMDER U",T,6:00pm - 7:50pm,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 6AL,INTRO EXPER PHYSICS,"POPESCU P F, MAZIN B A, SALAMI M I",W,2:00pm - 3:50pm,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 6AL,INTRO EXPER PHYSICS,"POPESCU P F, MAZIN B A, BRICKNER S E",W,4:00pm - 5:50pm,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 6AL,INTRO EXPER PHYSICS,"POPESCU P F, MAZIN B A, XIAO S",W,6:00pm - 7:50pm,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 6AL,INTRO EXPER PHYSICS,"POPESCU P F, MAZIN B A, SALAMI M I",R,2:00pm - 3:50pm,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 6AL,INTRO EXPER PHYSICS,"POPESCU P F, MAZIN B A, XIAO S",R,4:00pm - 5:50pm,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 6AL,INTRO EXPER PHYSICS,"POPESCU P F, MAZIN B A, LYONS J B",M,2:00pm - 3:50pm,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 6AL,INTRO EXPER PHYSICS,"POPESCU P F, MAZIN B A, LYONS J B",M,4:00pm - 5:50pm,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 6B,INTRODUCTORY PHYSIC,FREUND E G,MTW,11:00am - 12:20pm,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 6BL,INTRO EXPER PHYSICS,"POPESCU P F, MAZIN B A",T,2:00pm - 3:50pm,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 6BL,INTRO EXPER PHYSICS,"POPESCU P F, MAZIN B A",T,4:00pm - 5:50pm,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 6BL,INTRO EXPER PHYSICS,"POPESCU P F, MAZIN B A",T,6:00pm - 7:50pm,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 6BL,INTRO EXPER PHYSICS,"POPESCU P F, MAZIN B A",W,2:00pm - 3:50pm,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 6BL,INTRO EXPER PHYSICS,"POPESCU P F, MAZIN B A",W,4:00pm - 5:50pm,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 6BL,INTRO EXPER PHYSICS,"POPESCU P F, MAZIN B A",W,6:00pm - 7:50pm,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 6BL,INTRO EXPER PHYSICS,"POPESCU P F, MAZIN B A",R,2:00pm - 3:50pm,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 6BL,INTRO EXPER PHYSICS,"POPESCU P F, MAZIN B A",M,2:00pm - 3:50pm,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 6BL,INTRO EXPER PHYSICS,"POPESCU P F, MAZIN B A",M,4:00pm - 5:50pm,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 6C,INTRODUCTORY PHYSIC,FREUND E G,MTW,11:00am - 12:20pm,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 6CL,INTRO EXPER PHYSICS,"POPESCU P F, MAZIN B A, XIAO S",T,1:00pm - 2:50pm,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 6CL,INTRO EXPER PHYSICS,"POPESCU P F, MAZIN B A, BYSTRICKY J",T,3:00pm - 4:50pm,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 6CL,INTRO EXPER PHYSICS,"POPESCU P F, MAZIN B A, LLOYD P T",T,5:00pm - 6:50pm,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 6CL,INTRO EXPER PHYSICS,"POPESCU P F, MAZIN B A, XIAO S",W,1:00pm - 2:50pm,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 6CL,INTRO EXPER PHYSICS,"POPESCU P F, MAZIN B A, BYSTRICKY J",W,3:00pm - 4:50pm,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 6CL,INTRO EXPER PHYSICS,"POPESCU P F, MAZIN B A, LLOYD P T",W,5:00pm - 6:50pm,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 6CL,INTRO EXPER PHYSICS,"POPESCU P F, MAZIN B A, CHOQUER M",R,2:00pm - 3:50pm,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 6CL,INTRO EXPER PHYSICS,"POPESCU P F, MAZIN B A, BYSTRICKY J",M,4:00pm - 5:50pm,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 6CL,INTRO EXPER PHYSICS,"POPESCU P F, MAZIN B A, CHOQUER M",M,2:00pm - 3:50pm,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 7A,BASIC PHYSICS,POPESCU P F,MTW,9:30 am - 10:50am,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 7B,BASIC PHYSICS,POPESCU P F,MTW,9:30 am - 10:50am,ON LINE,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 23,GEN PHYS,BIBILASHVILI,MTW,11:00am - 12:20pm,BRDA 1640,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 98,READING IN PHYSICS,T B A,,,T B A,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 99,RESEARCH IN PHYSICS,T B A,,,T B A,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 100A,METHODS THEOR PHYS,POPESCU P F,MTW,11:00am - 12:20pm,WEBB 1100,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 103,INT MECH & SPEC REL,BANTA I C,MTW,11:00am - 12:20pm,BUCHN1930,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 104,ADVANCED MECHANICS,BIBILASHVILI,MTW,1:00pm - 2:20pm,PHELP3505,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 110A,ELECTROMAGNETISM,BANTA I C,MTW,1:00pm - 2:20pm,PHELP1160,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 115A,QUANTUM MECHANICS,POPESCU P F,MTW,2:00pm - 3:20pm,ARTS 1353,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 128AL,ADVANCED LAB,"LIPMAN E A, ABRIL VALENZU, PATTERSON C L, VYLET K E",MTW,1:00pm - 5:50pm,BRDA 3223,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 129L,INTRO SCI COMP,LIPMAN E A,MTW,9:30 am - 10:50am,SSMS 1303,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 142L,COND MATTER LAB,T B A,,,T B A,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 143L,PARTICLE PHYS LAB,T B A,,,T B A,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 144L,BIOPHYSICS LAB,T B A,,,T B A,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 145L,EXP RES IN ASTROPHY,T B A,,,T B A,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 198,DIRECTED READING,T B A,,,T B A,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,PHYS 199,RESEARCH IN PHYSICS,T B A,,,T B A,2024-06-29 00:00:00,1,Physics - PHYS
SUMMER 2024,POL S 1,INTRO TO POL PHIL,DAVIES M E,MTWR,9:30 am - 10:35am,TD-W 2600,2024-06-29 00:00:00,1,Political Science - POL S
SUMMER 2024,POL S 6,INTRO COMP POLITICS,TRUMMEL T,MTWR,11:00am - 12:05pm,PHELP3505,2024-06-29 00:00:00,1,Political Science - POL S
SUMMER 2024,POL S 7,INTRO TO IR,GAMARNIK D,MTWR,12:30pm - 1:35pm,PHELP2516,2024-06-29 00:00:00,1,Political Science - POL S
SUMMER 2024,POL S 99,INTRO TO RESEARCH,T B A,,,T B A,2024-06-29 00:00:00,1,Political Science - POL S
SUMMER 2024,POL S 101,MEXICAN POLITICS,MORENO PLASCE,MTWR,2:00pm - 3:05pm,ILP 3101,2024-06-29 00:00:00,1,Political Science - POL S
SUMMER 2024,POL S 124,INT'L ORGANIZATIONS,MONJAURY M,MTWR,9:30 am - 10:35am,ILP 3101,2024-06-29 00:00:00,1,Political Science - POL S
SUMMER 2024,POL S 145,EUROPEAN UNION,TSOULOUFAS G,MTWR,12:30pm - 1:35pm,ILP 3101,2024-06-29 00:00:00,1,Political Science - POL S
SUMMER 2024,POL S 146,GLOBAL & POLITICS,MOOSBRUGGER L,MTWR,11:00am - 12:05pm,ILP 3211,2024-06-29 00:00:00,1,Political Science - POL S
SUMMER 2024,POL S 186,INTRO INTL POL ECON,ROCHAT M J,MTWR,5:00pm - 6:05pm,ILP 3101,2024-06-29 00:00:00,1,Political Science - POL S
SUMMER 2024,POL S 192,FIELD RES POL SCI,T B A,,,T B A,2024-06-29 00:00:00,1,Political Science - POL S
SUMMER 2024,POL S 199RA,INDEP RESEARCH ASST,T B A,,,T B A,2024-06-29 00:00:00,1,Political Science - POL S
SUMMER 2024,PORT 195,SEN HONORS IND RES,T B A,,,T B A,2024-06-29 00:00:00,1,Portuguese - PORT
SUMMER 2024,PSY W 1,INTRO TO PSYCH,"WOODS V E, ALBADA N A, GERMAN T C M",,,ON ASYNC,2024-06-29 00:00:00,1,Psychology - PSY
SUMMER 2024,PSY 10A,RESEARCH METHODS,LI L J,MTW,11:00am - 12:25pm,PSYCH1924,2024-06-29 00:00:00,1,Psychology - PSY
SUMMER 2024,PSY 10A,RESEARCH METHODS,FEASEL S H,MTW,9:30 am - 10:55am,TD-W 1701,2024-06-29 00:00:00,1,Psychology - PSY
SUMMER 2024,PSY 10B,STATISTICS,SALEM R M,MTW,11:00am - 12:25pm,NH 1006,2024-06-29 00:00:00,1,Psychology - PSY
SUMMER 2024,PSY 10B,STATISTICS,ZANG L,MTW,9:30 am - 10:55am,BUCHN1940,2024-06-29 00:00:00,1,Psychology - PSY
SUMMER 2024,PSY 98,READINGS IN PBS,T B A,,,T B A,2024-06-29 00:00:00,1,Psychology - PSY
SUMMER 2024,PSY 99,RESEARCH IN PBS,T B A,,,T B A,2024-06-29 00:00:00,1,Psychology - PSY
SUMMER 2024,PSY 99P,RESEARCH IN PBS,T B A,,,T B A,2024-06-29 00:00:00,1,Psychology - PSY
SUMMER 2024,PSY 102,SOCIAL PSYCHOLOGY,QUINN E A,MTW,12:30pm - 1:55pm,WEBB 1100,2024-06-29 00:00:00,1,Psychology - PSY
SUMMER 2024,PSY 102,SOCIAL PSYCHOLOGY,MA BON DE SOU,MTW,12:30pm - 1:55pm,HSSB 1174,2024-06-29 00:00:00,1,Psychology - PSY
SUMMER 2024,PSY 105,DEVELOPMENTAL PSYCH,T B A,MTW,11:00am - 12:25pm,PHELP1260,2024-06-29 00:00:00,1,Psychology - PSY
SUMMER 2024,PSY 105,DEVELOPMENTAL PSYCH,IMMEL B A,MTW,11:00am - 12:25pm,WEBB 1100,2024-06-29 00:00:00,1,Psychology - PSY
SUMMER 2024,PSY 106,INTRO BIOPSYCH,PETERSON S,MTW,2:00pm - 3:25pm,PSYCH1924,2024-06-29 00:00:00,1,Psychology - PSY
SUMMER 2024,PSY 108,COGNITIVE PSYCHOLOG,T B A,M W,11:00am - 1:05pm,BUCHN1930,2024-06-29 00:00:00,1,Psychology - PSY
SUMMER 2024,PSY 111,BEHAVIORAL NEURO.,ZIMET M J,MTW,9:30 am - 10:55am,PSYCH1924,2024-06-29 00:00:00,1,Psychology - PSY
SUMMER 2024,PSY 116,PERC. OF LEARNING,MAHERAS A L,MTW,11:00am - 12:25pm,PHELP1160,2024-06-29 00:00:00,1,Psychology - PSY
SUMMER 2024,PSY 120L,LAB IN ADV RESEARCH,CARTER D B,M,11:00am - 1:30pm,GIRV 1116,2024-06-29 00:00:00,1,Psychology - PSY
SUMMER 2024,PSY 124,EDUCATIONAL PSYCH,HOERBERG D L,MTW,12:30pm - 1:55pm,NH 1105,2024-06-29 00:00:00,1,Psychology - PSY
SUMMER 2024,PSY 133,PSYCHOPHARMACOLOGY,SCUDDER S L,MTW,11:00am - 12:25pm,ILP 1101,2024-06-29 00:00:00,1,Psychology - PSY
SUMMER 2024,PSY 148,SELF AND IDENTITY,KLEIN S B,T R,3:30pm - 5:35pm,PSYCH1902,2024-06-29 00:00:00,1,Psychology - PSY
SUMMER 2024,PSY 160DW,PSY. MEDIA & CHILD.,WEBER R,MTW,9:30 am - 12:20pm,ILP 2209,2024-06-29 00:00:00,1,Psychology - PSY
SUMMER 2024,PSY 160SK,SPEC TOPICS PSYCH,KLEIN S B,T R,3:30pm - 5:35pm,PSYCH1902,2024-06-29 00:00:00,1,Psychology - PSY
SUMMER 2024,PSY 183,PSYCHOPATHOLOGY,HOERBERG D L,M W,11:00am - 1:05pm,TD-W 1701,2024-06-29 00:00:00,1,Psychology - PSY
SUMMER 2024,PSY 197A,HONORS RESEARCH,T B A,,,T B A,2024-06-29 00:00:00,1,Psychology - PSY
