group_course_quarter,group_course_name,group_course_title,group_course_professor,group_course_days,group_course_time,group_course_location,created_on,is_active,group_course_subject_area
SUMMER 2024,PSY 197B,HONORS RESEARCH,T B A,,,T B A,2024-06-29 00:00:00,1,Psychology - PSY
SUMMER 2024,PSY 197C,HONORS RESEARCH,T B A,,,T B A,2024-06-29 00:00:00,1,Psychology - PSY
SUMMER 2024,PSY 198,READINGS IN PBS,T B A,,,T B A,2024-06-29 00:00:00,1,Psychology - PSY
SUMMER 2024,PSY 199,RESEARCH IN PBS,T B A,,,T B A,2024-06-29 00:00:00,1,Psychology - PSY
SUMMER 2024,PSY 199P,RESEARCH IN PBS,T B A,,,T B A,2024-06-29 00:00:00,1,Psychology - PSY
SUMMER 2024,RG ST 1,INTROD TO STUDY REL,BRAUNSTEIN E,TWR,12:00pm - 1:50pm,ILP 3314,2024-06-29 00:00:00,1,Religious Studies - RG ST
SUMMER 2024,RG ST 3,ASIAN RELIG TRADS,GODDARD E L,TWR,11:00am - 12:50pm,ILP 3316,2024-06-29 00:00:00,1,Religious Studies - RG ST
SUMMER 2024,RG ST 4,INTRO TO BUDDHISM,"GODDARD E L, BAOAGUDAMU U",TWR,2:00pm - 3:50pm,PHELP1444,2024-06-29 00:00:00,1,Religious Studies - RG ST
SUMMER 2024,RG ST 4,INTRO TO BUDDHISM,STEAVU-BALINT,TWR,2:00pm - 3:50pm,PHELP1444,2024-06-29 00:00:00,1,Religious Studies - RG ST
SUMMER 2024,RG ST 7,INTRO TO AMER RELIG,TORIBIO S G,MTW,12:00pm - 1:50pm,ILP 3205,2024-06-29 00:00:00,1,Religious Studies - RG ST
SUMMER 2024,RG ST 21,ZEN BUDDHISM,KAPLAN K H,MTW,5:00pm - 6:50pm,ON LINE,2024-06-29 00:00:00,1,Religious Studies - RG ST
SUMMER 2024,RG ST 106,MOD/SECULARIZATION,CARLSON T A,T R,10:00am - 12:05pm,ILP 3312,2024-06-29 00:00:00,1,Religious Studies - RG ST
SUMMER 2024,RG ST 110,RELIGION & LIT.,BRAUNSTEIN E,TWR,9:00 am - 10:25am,ILP 3207,2024-06-29 00:00:00,1,Religious Studies - RG ST
SUMMER 2024,RG ST 160A,REL TRADITION INDIA,VYAS M M,T R,3:00pm - 5:05pm,ILP 3312,2024-06-29 00:00:00,1,Religious Studies - RG ST
SUMMER 2024,RG ST 195,SR HON RESEARCH,T B A,,,T B A,2024-06-29 00:00:00,1,Religious Studies - RG ST
SUMMER 2024,RG ST 199RA,INDEPEN RES ASST,T B A,,,T B A,2024-06-29 00:00:00,1,Religious Studies - RG ST
SUMMER 2024,SLAV 187,DEVIL IN LIT,STROBEL M,TWR,2:00pm - 3:20pm,ON LINE,2024-06-29 00:00:00,1,Slavic - SLAV
SUMMER 2024,SOC 1,INTRO TO SOCIOLOGY,HAJJAR L,,,ON ASYNC,2024-06-29 00:00:00,1,Sociology - SOC
SUMMER 2024,SOC 1,INTRO TO SOCIOLOGY,FISHER R J,MTWR,2:00pm - 3:05pm,PHELP1260,2024-06-29 00:00:00,1,Sociology - SOC
SUMMER 2024,SOC 10,LOGICS OF INQUIRY,ARENAS VELAZQ,MTW,11:00am - 12:20pm,ON LINE,2024-06-29 00:00:00,1,Sociology - SOC
SUMMER 2024,SOC 91,GROUP EXP LEARNING,T B A,,,T B A,2024-06-29 00:00:00,1,Sociology - SOC
SUMMER 2024,SOC 91,GROUP EXP LEARNING,T B A,,,T B A,2024-06-29 00:00:00,1,Sociology - SOC
SUMMER 2024,SOC 99,INTRO RESEARCH SOC,T B A,,,T B A,2024-06-29 00:00:00,1,Sociology - SOC
SUMMER 2024,SOC 108C,CULTURAL ANALYSIS,BURSTON A S,MTW,11:00am - 12:20pm,GIRV 2112,2024-06-29 00:00:00,1,Sociology - SOC
SUMMER 2024,SOC 108C,CULTURAL ANALYSIS,NGUYEN H-A T,MTW,2:00pm - 3:20pm,NH 1105,2024-06-29 00:00:00,1,Sociology - SOC
SUMMER 2024,SOC 126,URBAN SOCIETY,"KORNBERG D N, LEE A R",MTW,2:00pm - 3:20pm,ON LINE,2024-06-29 00:00:00,1,Sociology - SOC
SUMMER 2024,SOC 128,RACE AND ETHNICITY,"TUROWETZ J, IBARRA J M",MTW,9:30 am - 10:50am,WEBB 1100,2024-06-29 00:00:00,1,Sociology - SOC
SUMMER 2024,SOC 131,POLITICAL SOCIOLOGY,"NIELSEN E S, PEREZ T A",MTW,12:30pm - 1:50pm,BIOEN1001,2024-06-29 00:00:00,1,Sociology - SOC
SUMMER 2024,SOC 134,SOCIAL MOVEMENTS,"SALOUR S, NGUYEN H-A T",MTW,3:30pm - 4:50pm,WEBB 1100,2024-06-29 00:00:00,1,Sociology - SOC
SUMMER 2024,SOC 145,SOCIAL INEQUALITIES,"FOX E C, OZDEMIR I",MTW,3:00pm - 4:20pm,ELLSN2617,2024-06-29 00:00:00,1,Sociology - SOC
SUMMER 2024,SOC W 155,SOCIOLOGY OF GENDER,"TAYLOR C J, MALDONADO A",,,ON ASYNC,2024-06-29 00:00:00,1,Sociology - SOC
SUMMER 2024,SOC 164,SOC OF EDUCATION,"RAYMOND E, GOMEZ M D",MTW,11:00am - 12:20pm,ON LINE,2024-06-29 00:00:00,1,Sociology - SOC
SUMMER 2024,SOC 170,SOC DEVIANT BEHAVR,"MARTINEZ A A, PEREZ T A",MTW,11:00am - 12:20pm,BIOEN1001,2024-06-29 00:00:00,1,Sociology - SOC
SUMMER 2024,SOC 185E,INTRO TO ETHNOMETH,"RAYMOND G, ZHENG S",MTW,2:00pm - 3:20pm,ON LINE,2024-06-29 00:00:00,1,Sociology - SOC
SUMMER 2024,SOC 185G,GENDER INEQUALITY,"BRIDGES T S, FANG Y",MTW,9:30 am - 10:50am,TD-W 1701,2024-06-29 00:00:00,1,Sociology - SOC
SUMMER 2024,SOC 190A,GROUP STUDIES,T B A,,,T B A,2024-06-29 00:00:00,1,Sociology - SOC
SUMMER 2024,SOC 190A,GROUP STUDIES,T B A,,,T B A,2024-06-29 00:00:00,1,Sociology - SOC
SUMMER 2024,SOC 191CA,INSTRUCTIONAL LAB,T B A,,,T B A,2024-06-29 00:00:00,1,Sociology - SOC
SUMMER 2024,SOC 198,READINGS IN SOC,T B A,,,T B A,2024-06-29 00:00:00,1,Sociology - SOC
SUMMER 2024,SOC 199RA,IND RESEARCH ASSIST,T B A,,,T B A,2024-06-29 00:00:00,1,Sociology - SOC
SUMMER 2024,SPAN W 1,OL ELEM SPAN I,DEL RAMO ZORN,T,9:30 am - 10:50am,ON LINE,2024-06-29 00:00:00,1,Spanish - SPAN
SUMMER 2024,SPAN W 1,OL ELEM SPAN I,SILVA K E,T,9:30 am - 10:50am,ON LINE,2024-06-29 00:00:00,1,Spanish - SPAN
SUMMER 2024,SPAN W 1,OL ELEM SPAN I,ROMINE J T,T,5:00pm - 6:20pm,ON LINE,2024-06-29 00:00:00,1,Spanish - SPAN
SUMMER 2024,SPAN W 2,OL ELEM SPAN II,AMAYA E C,T,5:00pm - 6:20pm,ON LINE,2024-06-29 00:00:00,1,Spanish - SPAN
SUMMER 2024,SPAN W 2,OL ELEM SPAN II,RAMIREZ B E,T,9:30 am - 10:50am,ON LINE,2024-06-29 00:00:00,1,Spanish - SPAN
SUMMER 2024,SPAN W 2,OL ELEM SPAN II,MOREJON C,T,9:30 am - 10:50am,ON LINE,2024-06-29 00:00:00,1,Spanish - SPAN
SUMMER 2024,SPAN W 3,OL ELEM SPAN III,PAREDES-RIVER,T,9:30 am - 10:50am,ON LINE,2024-06-29 00:00:00,1,Spanish - SPAN
SUMMER 2024,SPAN W 3,OL ELEM SPAN III,MARQUES GARCI,T,9:30 am - 10:50am,ON LINE,2024-06-29 00:00:00,1,Spanish - SPAN
SUMMER 2024,SPAN 126,SPANISH CINEMA,"GRASSET MOREL, CHAVIRA A I",MTW,9:30 am - 10:50am,ON LINE,2024-06-29 00:00:00,1,Spanish - SPAN
SUMMER 2024,SPAN 128,CREATIVE WRITING,"ARAUJO C M, VERA FLANDEZ",TWR,12:30pm - 1:50pm,ON LINE,2024-06-29 00:00:00,1,Spanish - SPAN
SUMMER 2024,SPAN 139,U.S. LATINO LIT.,GUYTON ACOSTA,MTW,12:30pm - 1:50pm,ILP 3103,2024-06-29 00:00:00,1,Spanish - SPAN
SUMMER 2024,SPAN 195,SEN HONORS IND RES,T B A,,,T B A,2024-06-29 00:00:00,1,Spanish - SPAN
SUMMER 2024,PSTAT 5A,UNDERSTANDING DATA,WANG MALLORY,MTWR,8:00 am - 9:20 am,HSSB 1173,2024-06-29 00:00:00,1,Statistics & Applied Probability - PSTAT
SUMMER 2024,PSTAT 5A,UNDERSTANDING DATA,ZHU ZIMO,MTWR,9:30 am - 10:50am,PSYCH1902,2024-06-29 00:00:00,1,Statistics & Applied Probability - PSTAT
SUMMER 2024,PSTAT 5LS,STAT LIFE SCIENCES,MILLER J B,MTWR,8:00 am - 9:20 am,PSYCH1924,2024-06-29 00:00:00,1,Statistics & Applied Probability - PSTAT
SUMMER 2024,PSTAT 8,TRANS DS PROB STAT,PADILLA D Y,MTWR,11:00am - 12:20pm,NH 1105,2024-06-29 00:00:00,1,Statistics & Applied Probability - PSTAT
SUMMER 2024,PSTAT 10,DATA SCIENCE PRINC,STURM I N,MTWR,2:00pm - 3:20pm,BRDA 1640,2024-06-29 00:00:00,1,Statistics & Applied Probability - PSTAT
SUMMER 2024,PSTAT 10,DATA SCIENCE PRINC,INSTON J R,MTWR,12:30pm - 1:50pm,BIOEN1001,2024-06-29 00:00:00,1,Statistics & Applied Probability - PSTAT
SUMMER 2024,PSTAT 115,BAYES DATA ANALYSIS,BARACALDO LAN,MTWR,11:00am - 12:05pm,PHELP2524,2024-06-29 00:00:00,1,Statistics & Applied Probability - PSTAT
SUMMER 2024,PSTAT 120A,PROB & STATISTICS,MILLER J B,MTWR,9:30 am - 10:35am,PSYCH1924,2024-06-29 00:00:00,1,Statistics & Applied Probability - PSTAT
SUMMER 2024,PSTATW 120A,PROB & STATISTICS,PANDEY P,MTWR,12:30pm - 1:35pm,ON LINE,2024-06-29 00:00:00,1,Statistics & Applied Probability - PSTAT
SUMMER 2024,PSTAT 120B,PROB & STATISTICS,MARZBAN E P,MTWR,12:30pm - 1:35pm,ILP 1302,2024-06-29 00:00:00,1,Statistics & Applied Probability - PSTAT
SUMMER 2024,PSTAT 120B,PROB & STATISTICS,GRIGORIAN K,MTWR,5:00pm - 6:05pm,CHEM 1171,2024-06-29 00:00:00,1,Statistics & Applied Probability - PSTAT
SUMMER 2024,PSTAT 120C,PROB & STATISTICS,COBURN K M,MTWR,12:30pm - 1:35pm,ON LINE,2024-06-29 00:00:00,1,Statistics & Applied Probability - PSTAT
SUMMER 2024,PSTAT 126,REGRESSION ANALYSIS,BARACALDO LAN,MTWR,2:00pm - 3:05pm,PSYCH1902,2024-06-29 00:00:00,1,Statistics & Applied Probability - PSTAT
SUMMER 2024,PSTAT 126,REGRESSION ANALYSIS,GRIGORIAN K,MTWR,6:30pm - 7:35pm,HSSB 1174,2024-06-29 00:00:00,1,Statistics & Applied Probability - PSTAT
SUMMER 2024,PSTAT 130,SAS BASE PROGRAM,SWENSON J S,MTWR,8:00 am - 9:50 am,SSMS 1301&,2024-06-29 00:00:00,1,Statistics & Applied Probability - PSTAT
SUMMER 2024,PSTAT 130,SAS BASE PROGRAM,SWENSON J S,MTWR,10:00am - 11:50am,SSMS 1301&,2024-06-29 00:00:00,1,Statistics & Applied Probability - PSTAT
SUMMER 2024,PSTAT 130,SAS BASE PROGRAM,JIN Z,MTWR,8:00 am - 9:50 am,SSMS 1301&,2024-06-29 00:00:00,1,Statistics & Applied Probability - PSTAT
SUMMER 2024,PSTAT 131,STAT MACHINE LEARN,COBURN K M,MTWR,3:30pm - 4:35pm,ON LINE,2024-06-29 00:00:00,1,Statistics & Applied Probability - PSTAT
SUMMER 2024,PSTATW 160A,STOCHASTIC PROCESS,DETERING N,R,2:00pm - 3:05pm,ON LINE,2024-06-29 00:00:00,1,Statistics & Applied Probability - PSTAT
SUMMER 2024,PSTAT 170,INTRO MATH FINANCE,PEDERSEN H W,MTWR,9:30 am - 10:35am,PHELP2524,2024-06-29 00:00:00,1,Statistics & Applied Probability - PSTAT
SUMMER 2024,PSTAT 171,MATH COMPOUND INT,DUNCAN I,MTWR,11:00am - 12:05pm,HSSB 1173,2024-06-29 00:00:00,1,Statistics & Applied Probability - PSTAT
SUMMER 2024,PSTAT 194TR,TRNSFR STRT: SDS,"LUDKOVSKI M, RAVAT U V",T R,11:00am - 12:05pm,ILP 3211,2024-06-29 00:00:00,1,Statistics & Applied Probability - PSTAT
SUMMER 2024,TMP 120,BUSINESS STRATEGY,ZACKRISON E J,MTWR,9:30 am - 10:50am,PHELP2516,2024-06-29 00:00:00,1,Technology Management - TMP
SUMMER 2024,TMP 120,BUSINESS STRATEGY,ZACKRISON E J,MTWR,11:00am - 12:20pm,PHELP2516,2024-06-29 00:00:00,1,Technology Management - TMP
SUMMER 2024,TMP 124,MARKETING,MCNELLIS A,MTWR,11:00am - 12:20pm,PHELP1508,2024-06-29 00:00:00,1,Technology Management - TMP
SUMMER 2024,THTR 2C,PRF GLOB:EUROPE,YOO E,MTWR,2:00pm - 3:20pm,ARTS 1349,2024-06-29 00:00:00,1,Theater - THTR
SUMMER 2024,THTR 5,INTRO TO ACTING,GOMEZ-LABRADA,MTW,2:00pm - 4:20pm,HSSB 1143,2024-06-29 00:00:00,1,Theater - THTR
SUMMER 2024,THTR 5,INTRO TO ACTING,GOMEZ-LABRADA,MTW,2:00pm - 4:20pm,HSSB 1143,2024-06-29 00:00:00,1,Theater - THTR
SUMMER 2024,THTR W 19,DESIGN DANCE/THEATR,SCOTT V,,,ON ASYNC,2024-06-29 00:00:00,1,Theater - THTR
SUMMER 2024,THTR 43,THE PEOPLE'S VOICE,MORGAN M,TWRF,1:00pm - 4:45pm,ON LINE,2024-06-29 00:00:00,1,Theater - THTR
SUMMER 2024,THTR 49,THEATER WORKSHOP,T B A,,,T B A,2024-06-29 00:00:00,1,Theater - THTR
SUMMER 2024,THTR 143,PEOPLE'S VOICE,MORGAN M,TWRF,1:00pm - 4:45pm,ON LINE,2024-06-29 00:00:00,1,Theater - THTR
SUMMER 2024,THTR 144A,SHAKESPEARE PROD,APPEL I J,MTWRF,3:30pm - 7:30pm,TD-E 1101,2024-06-29 00:00:00,1,Theater - THTR
SUMMER 2024,THTR 144B,SHAKESPEARE PROD,APPEL I J,MTWRF,3:30pm - 7:30pm,TD-E 1101,2024-06-29 00:00:00,1,Theater - THTR
SUMMER 2024,THTR 149,THEATRE WORKSHOP,T B A,,,T B A,2024-06-29 00:00:00,1,Theater - THTR
SUMMER 2024,THTR 194A,GRP STD: ACT/DIRECT,LENZI DE ALME,MTWRF,10:00am - 12:50pm,TD-W 1507,2024-06-29 00:00:00,1,Theater - THTR
SUMMER 2024,WRIT 1,APP TO UNIV WRIT,CHENOWETH R C,MTWR,1:00pm - 2:25pm,SH 1609,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 1,APP TO UNIV WRIT,CHENOWETH R C,MTWR,3:30pm - 4:55pm,SH 1609,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 2,ACADEMIC WRITING,DONELAN J H,MTWR,8:00 am - 9:25 am,BUCHN1934,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 2,ACADEMIC WRITING,DONELAN J H,MTWR,9:30 am - 10:55am,BUCHN1934,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 2,ACADEMIC WRITING,CHAJDAS T W,MTWR,10:00am - 11:25am,GIRV 2120,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 2,ACADEMIC WRITING,CHAJDAS T W,MTWR,12:00pm - 1:25pm,LSB 1101,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 2,ACADEMIC WRITING,T B A,MTWR,1:00pm - 2:25pm,ILP 3211,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 2,ACADEMIC WRITING,ROGERS P M,MTWR,11:00am - 12:25pm,ON LINE,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 2,ACADEMIC WRITING,D'ANCA C,MTWR,11:00am - 12:25pm,ON LINE,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 2,ACADEMIC WRITING,D'ANCA C,MTWR,1:00pm - 2:25pm,ON LINE,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 2,ACADEMIC WRITING,SAUR E H,MTWR,1:00pm - 2:25pm,LSB 1101,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 2,ACADEMIC WRITING,SAUR E H,MTWR,3:00pm - 4:25pm,LSB 1101,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 2,ACADEMIC WRITING,RUTHERFORD K,MTWR,1:00pm - 2:25pm,BUCHN1934,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 2,ACADEMIC WRITING,RUTHERFORD K,MTWR,3:00pm - 4:25pm,BUCHN1934,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 2,ACADEMIC WRITING,T B A,MTWR,8:00 am - 9:25 am,BUCHN1934,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 2,ACADEMIC WRITING,ZISA J E,MTWR,9:30 am - 10:25am,ILP 3107,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 2,ACADEMIC WRITING,T B A,MTWR,12:00pm - 1:25pm,ILP 3209,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 2,ACADEMIC WRITING,SCHRANCK J B,MTWR,2:00pm - 3:25pm,ILP 3107,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 2,ACADEMIC WRITING,T B A,MTWR,2:00pm - 3:25pm,ILP 3105,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 2,ACADEMIC WRITING,VALLICELLA L,MTWR,9:00 am - 10:25am,ILP 4209,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT W 6R,ROME: THE GAME,THOMAS C,,,ON ASYNC,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT W 6R,ROME: THE GAME,THOMAS C,,,ON ASYNC,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT W 6R,ROME: THE GAME,THOMAS C,,,ON ASYNC,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 50,WRIT & RSRCH PRCESS,BREECE M J,M W,2:00pm - 4:05pm,ILP 3103,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 50,WRIT & RSRCH PRCESS,BREECE M J,T R,2:00pm - 4:05pm,ILP 3103,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 105C,WRIT CREAT NONFICT,SCHRANCK J B,T R,2:00pm - 4:05pm,ILP 3103,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 105G,GRAMMAR STYLISTICS,COTICH C,T R,12:00pm - 2:05pm,ILP 3207,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 105PS,WRIT PUB SPEAKING,COTICH C,T R,9:30 am - 11:35am,ILP 3312,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 105R,RHETORIC AND WRIT,BAILLARGEON K,MTW,9:30 am - 10:55am,ON LINE,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 105R,RHETORIC AND WRIT,BAILLARGEON K,MTW,11:00am - 12:25pm,ON LINE,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT W 107B,BUS ADMIN WRIT,JOHNSON J K,T R,2:00pm - 4:05pm,ON LINE,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT W 107B,BUS ADMIN WRIT,JOHNSON J K,T R,4:20pm - 6:25pm,ON LINE,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT W 107B,BUS ADMIN WRIT,KRUT R M,T R,2:00pm - 4:05pm,ON LINE,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT W 107B,BUS ADMIN WRIT,KRUT R M,T R,4:20pm - 6:25pm,ON LINE,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT W 107B,BUS ADMIN WRIT,JOHNSON J K,T R,2:00pm - 4:05pm,ON LINE,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT W 107B,BUS ADMIN WRIT,JOHNSON J K,T R,4:20pm - 6:25pm,ON LINE,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT W 107B,BUS ADMIN WRIT,KRUT R M,T R,2:00pm - 4:05pm,ON LINE,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT W 107B,BUS ADMIN WRIT,KRUT R M,T R,4:20pm - 6:25pm,ON LINE,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT W 107B,BUS ADMIN WRIT,YAMBOLIEV K I,,,ON ASYNC,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 107G,WRIT GLOBAL CAREERS,HUK P M,M W,1:00pm - 3:05pm,ILP 3316,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 107G,WRIT GLOBAL CAREERS,HUK P M,M W,4:00pm - 6:05pm,ILP 3103,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 107L,LEGAL WRITING,GENOVA G L,M W,2:00pm - 4:05pm,ILP 3205,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT W 107WC,ONLINE WRIT WEB,ROGERS P M,,,ON ASYNC,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT W 107WC,ONLINE WRIT WEB,BROWN KARA,,,ON ASYNC,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT W 107WC,ONLINE WRIT WEB,BROWN KARA,,,ON ASYNC,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT W 107WC,ONLINE WRIT WEB,ERNST B C,,,ON ASYNC,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT W 107WC,ONLINE WRIT WEB,FANCHER P J,,,ON ASYNC,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT W 107WC,ONLINE WRIT WEB,WILLIAMS A M,,,ON ASYNC,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT W 107WC,ONLINE WRIT WEB,ERNST B C,,,ON ASYNC,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT W 107WC,ONLINE WRIT WEB,WILLIAMS A M,,,ON ASYNC,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT W 107WC,ONLINE WRIT WEB,FANCHER P J,,,ON ASYNC,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 109F,WRIT ABOUT FILM,HARRIS D R,T R,12:00pm - 2:05pm,ILP 3205,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 109F,WRIT ABOUT FILM,HARRIS D R,T R,3:00pm - 5:05pm,SH 1432,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 109SS,WRIT SOC SCIENCE,DONELAN J H,M W,9:00 am - 11:05am,ILP 3205,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT W 109ST,ONLINE WRIT SCI/TEC,GRUE M N,,,ON ASYNC,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT W 109ST,ONLINE WRIT SCI/TEC,SMITH K A,M W,11:00am - 1:05pm,ON LINE,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT W 109ST,ONLINE WRIT SCI/TEC,SMITH K A,M W,2:00pm - 4:05pm,ON LINE,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT W 109ST,ONLINE WRIT SCI/TEC,GRUE M N,,,ON ASYNC,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,WRIT 199,IND STUDIES WRIT,T B A,,,T B A,2024-06-29 00:00:00,1,Writing - WRIT
SUMMER 2024,W&L CSW 15,INTRO CREAT WRIT NM,"BROWN KARA, BROWN R L",,,ON ASYNC,2024-06-29 00:00:00,1,Writing & Literature (Creative Studies) - W&L
